OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747011,747011,Well,,07010207,,,,,45.5961050000,-93.6257040000,0,,,GPS-Unspecified,WGS84,985,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,095,,,,,,,,24,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747012,747012,Well,,07010203,,,,,45.5631800000,-93.6146520000,0,,,GPS-Unspecified,WGS84,983,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,095,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747014,747014,Well,,07030005,,,,,45.5696380000,-92.8990040000,0,,,GPS-Unspecified,NAD83,855.4,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,025,,,,,,,,25,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747015,747015,Well,,07030005,,,,,45.5278540000,-92.8745900000,0,,,GPS-Unspecified,NAD83,822.3,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,025,,,,,,,,17.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747016,747016,Well,,07030005,,,,,45.4915250000,-92.8930210000,0,,,GPS-Unspecified,NAD83,888.5,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,025,,,,,,,,22.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747017,747017,Well,,07010207,,,,,45.7667500000,-93.3830900000,0,,,GPS-Unspecified,NAD83,1012,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,065,,,,,,,,26,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747018,747018,Well,,07020002,,,,,46.0212550000,-95.9148890000,0,,,GPS-Unspecified,NAD83,1190.2,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,051,,,,,,,,19.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-747019,747019,Well,,09020106,,,,,46.6161720000,-96.5720150000,0,,,GPS-Unspecified,NAD83,947.3,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,167,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-768807,House well,Well,No Dakota Cty Nbr,07040001,,,,,44.6607950000,-92.8557540000,0,,,Unknown,NAD83,,,,,,,US,27,037,,,,,,,,360,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-772787,772787,Well,,07010202,,,,,45.4815890000,-94.4459800000,0,,,Unknown,UNKWN,1205.59,ft,,,Other,UNKWN,US,27,145,,,,,,,,35,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-777979,777979,Well,,07010106,,,,,46.8652000000,-95.0795000000,0,,,Unknown,UNKWN,1433,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,057,,,,,,,,42,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-777980,777980,Well,,07010106,,,,,46.9071890000,-95.2048980000,0,,,Unknown,UNKWN,1469,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,005,,,,,,,,45,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-777981,777981,Well,,07010201,,,,,45.8330940000,-94.3310580000,0,,,GPS Carrier Phase Kinematic Relative Position,NAD83,1084.98,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,097,,,,,,,,50,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778008,778008,Well,,07010107,,,,,46.1478400000,-95.2774190000,0,,,GPS Carrier Phase Kinematic Relative Position,NAD83,1447.8,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,111,,,,,,,,34,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778009,778009,Well,,07010202,,,,,45.6937340000,-95.2339080000,0,,,GPS Carrier Phase Kinematic Relative Position,NAD83,1357.8,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,121,,,,,,,,31,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778010,778010,Well,,07010204,,,,,45.4703950000,-95.0923920000,0,,,GPS Carrier Phase Kinematic Relative Position,NAD83,1295.7,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,145,,,,,,,,35,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778011,778011,Well,,07010106,,,,,46.7981000000,-94.9904000000,0,,,Unknown,UNKWN,1376,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,159,,,,,,,,30,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778012,778012,Well,,07010106,,,,,46.4169120000,-94.7834990000,0,,,GPS Carrier Phase Kinematic Relative Position,NAD83,1255.6,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,159,,,,,,,,35,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778334,778334,Well,,07010206,,,,,44.8427130000,-92.9157880000,0,,,GPS-Unspecified,NAD83,905.987,ft,,,GPS Carrier Phase Kinematic Relative Position,UNKWN,US,27,163,,,,,,,,84,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778336,778336,Well,,07010206,,,,,44.8307000000,-92.9470000000,0,,,GPS-Unspecified,NAD83,850,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,163,,,,,,,,54,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778349,778349,Well,,07030005,,,,,45.0249000000,-92.9197000000,0,,,GPS-Unspecified,NAD83,950,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,163,,,,,,,,28,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-778352,778352,Well,,07030005,,,,,44.9926000000,-92.8742000000,0,,,GPS-Unspecified,NAD83,905,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,163,,,,,,,,30,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-783315,783315,Well,,07010207,,,,,45.3721590000,-93.2608070000,0,,,GPS Code (Pseudo Range) Differential,WGS84,920,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,003,,,,,,,,14,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-783316,783316,Well,,07030005,,,,,45.3488840000,-93.1818140000,0,,,GPS Code (Pseudo Range) Differential,WGS84,920,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,003,,,,,,,,14,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-785654,785654,Well,,07010206,,,,,45.2392870000,-93.1628040000,0,,,GPS Code (Pseudo Range) Differential,WGS84,898,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,003,,,,,,,,13,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-789992,789992,Well,,07020012,,,,,44.8743270000,-93.3251760000,0,,,GPS Code (Pseudo Range) Differential,WGS84,873,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,053,,,,,,,,36,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-789995,789995,Well,,07010207,,,,,45.3385250000,-93.2534290000,0,,,GPS Code (Pseudo Range) Differential,WGS84,910,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,003,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-792530,792530,Well,,07080203,,,,,43.5578330000,-93.5586070000,0,,,Interpolation-Digital Map Source,NAD83,1262,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,047,,,,,,,,21.2,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-792531,792531,Well,,07030004,,,,,45.9708000000,-93.2868000000,0,,,GPS-Unspecified,NAD83,1070,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,065,,,,,,,,32.2,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-792533,792533,Well,,09020103,,,,,46.5495000000,-95.6165000000,0,,,GPS-Unspecified,NAD83,1383,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,111,,,,,,,,40,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-792534,792534,Well,,07020010,,,,,44.0367320000,-94.5442610000,0,,,GPS-Unspecified,NAD83,1032,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,165,,,,,,,,15,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-798054,798054,Well,,07030005,,,,,45.0791790000,-92.8286850000,0,,,GPS Code (Pseudo Range) Differential,WGS84,853,ft,,,Other,UNKWN,US,27,163,,,,,,,,15,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-798060,798060,Well,,07010206,,,,,44.8940000000,-92.9634000000,0,,,GPS-Unspecified,NAD83,984,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,163,,,,,,,,31,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-798068,798068,Well,,07040001,,,,,44.7207000000,-93.1368000000,0,,,GPS-Unspecified,NAD83,939,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,037,,,,,,,,51.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-804950,804950,Well,,07010206,,,,,45.0531400000,-93.3619580000,0,,,GPS Code (Pseudo Range) Differential,WGS84,875,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,053,,,,,,,,20.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-804951,804951,Well,,07030005,,,,,45.0223380000,-92.9746650000,0,,,GPS Code (Pseudo Range) Differential,WGS84,982,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,163,,,,,,,,14.5,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-804955,804955,Well,,07010206,,,,,44.9105600000,-93.1005090000,0,,,GPS Code (Pseudo Range) Differential,WGS84,1019,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,037,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-804956,804956,Well,,07040001,,,,,44.8007140000,-93.0652350000,0,,,GPS Code (Pseudo Range) Differential,WGS84,879,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,037,,,,,,,,44,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-804970,804970,Well,,07010206,,,,,45.0275310000,-93.2732600000,0,,,GPS Code (Pseudo Range) Differential,WGS84,835,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,053,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-807957,807957,Well,,07010202,,,,,45.7106300000,-95.1395000000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,145,,,,,,,,29,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-807960,807960,Well,,07020001,,,,,45.0973600000,-95.9198980000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,023,,,,,,,,20,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-807961,807961,Well,,07010204,,,,,45.3442900000,-94.8915900000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,067,,,,,,,,39,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-809300,83103 N of St James replaced 733711,Well,,07020010,,,,,44.0271930000,-94.6392850000,0,,,Interpolation-Digital Map Source,NAD83,1053,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,165,,,,,,,,16,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-816908,816908,Well,,07010203,,,,,45.4794000000,-94.1040100000,0,,,Unknown,NAD83,1005.1,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,141,,,,,,,,31.6,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-816916,"DNR # 67010, replaces 67006",Well,,10170204,,,,,43.5873000000,-96.1962500000,0,,,GPS-Unspecified,NAD83,1405,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,133,,,,,,,,17.2,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-816920,816920,Well,,09020303,,,,,48.0941500000,-96.4658800000,0,,,GPS-Unspecified,NAD83,1009,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,113,,,,,,,,18.2,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-816935,MN DNR 75024 - In Bill Freeman WMA,Well,,07020002,,,,,45.4540200000,-95.9634000000,0,,,GPS-Unspecified,NAD83,1061.1,ft,,,GPS Carrier Phase Kinematic Relative Position,NAVD88,US,27,149,,,,,,,,24.7,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-817784,MN DNR 55010,Well,,07040004,,,,,43.9563500000,-92.2883800000,0,,,GPS-Unspecified,NAD83,1254.5,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,109,,,,,,,,80,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-822890,822890,Well,,07010204,,,,,45.2407200000,-93.8488800000,0,,,Unknown,UNKWN,,,,,,,US,27,171,,,,,,,,48,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-822894,822894,Well,,07020005,,,,,45.5205900000,-95.3251100000,0,,,Unknown,UNKWN,,,,,,,US,27,121,,,,,,,,33,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-822895,822895,Well,,07020005,,,,,45.5167500000,-95.3198300000,0,,,Unknown,UNKWN,,,,,,,US,27,121,,,,,,,,44,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-822896,822896,Well,,07020005,,,,,45.5206300000,-95.3185100000,0,,,Unknown,UNKWN,,,,,,,US,27,121,,,,,,,,50,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-822897,822897,Well,,07010202,,,,,45.6849100000,-95.1606400000,0,,,Unknown,UNKWN,,,,,,,US,27,121,,,,,,,,17,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-828148,828148,Well,,07010204,,,,,45.3983130000,-94.8969640000,0,,,Unknown,NAD83,1235.775,ft,,,Other,UNKWN,US,27,067,,,,,,,,20,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-828149,828149,Well,,07010104,,,,,46.0848000000,-94.3215000000,0,,,Unknown,NAD83,1141.234,ft,,,Other,UNKWN,US,27,097,,,,,,,,18,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-828150,828150,Well,,07020005,,,,,45.4921370000,-95.2061820000,0,,,Unknown,NAD83,1328.077,ft,,,Other,UNKWN,US,27,121,,,,,,,,22,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-834168,834168,Well,,07010202,,,,,45.7823000000,-95.0193000000,0,,,Unknown,UNKWN,1288.6,ft,,,Other,UNKWN,US,27,153,,,,,,,,37,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-843076,843076,Well,,07010202,,,,,45.5777470000,-94.2608710000,0,,,Unknown,NAD83,1064.036,ft,,,Other,UNKWN,US,27,145,,,,,,,,15,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-843078,843078,Well,,07010107,,,,,46.3883990000,-95.1153940000,0,,,Unknown,NAD83,1372.515,ft,,,Other,UNKWN,US,27,159,,,,,,,,17,ft,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-LD00231,"MNDA WET PRECIPITATION MONITORING - ROCHESTER - ZRP, .3 MI W OF CSAH-22, 1 MI N OF US-14 IN ROCHESTER, MN. T107N/R13W/S31",Land,,07040004,,,,,44.0266250000,-92.4251350000,0,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,109,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-LD00232,"MNDA WET PRECIPITATION MONITORING - LITTLE COBB - LTP, JUST E OF CSAH-16 AND NEAR MONITORING LOCATION S003-574, 6.3 MI W OF PEMBERTON, MN. T106N/R26W/S12",Land,,07020011,,,,,43.9967000000,-93.9083000000,0,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,013,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-LD00263,"MNDA WET PRECIPITATION MONITORING - CLAY - BRP, BUFFALO R WET PRECIPITATION SITE AT CR-108, 2 MI SE OF GEORGETOWN, MN. T141N/R48W/S4",Land,,09020106,,,,,47.0498000000,-96.7541000000,0,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,027,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",Land,,07010206,,,,,44.9540860000,-93.0983560000,0,,,Unknown,UNKWN,,,,,,,US,27,123,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-001,"CEDAR RIVER 1.5 MI S OF AUSTIN, MN",River/Stream,"CEDAR RIVER, BRIDGE ON CSAH-28, 1.5 MILES SOUTH OF AUSTIN, MINN; CEDAR RIVER BASIN.  MOWER COUNTY.  T102N/R18W/S15.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1953-61.  SEDIMENT SAMPLES WERE COLLECTED BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR A TOXICS SURVEY.  MAJOR BASIN NAME:  UPPER MISS.  BASIN CODE:  071006.  MINOR BASIN NAME:  CEDAR RIVER.",07080201,,,,,43.6375000000,-92.9747220000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,099,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-017,SAUK RIVER DNSTRM OF BR ON CSAH-1 AT SAUK RAPIDS,River/Stream,"SAUK RIVER SHORELINE GRAB SAMPLE JUST DOWNSTREAM OF THE BRIDGE ON COUNTY STATE AID HIGHWAY 1.  THE SITE IS NORTH OF ST. CLOUD AND IS ACROSS THE RIVER FROM SAUK RAPIDS, MINNESOTA; UPPER PORTION UPPER MISS BASIN.  T125N/R28W/S35.  STEARNS COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1953-57, 1971-PRESENT.  DESIGNATED AS A NATIONAL FIXED STATION OCTOBER 1, 1977.  LAND USE CLASSIFICATION:  AGRICULTURAL/RURAL.  WATER USE CLASSIFICATION:  RECREATIONAL.  MAJOR DISCHARGER:  NONE.  MAJOR BASIN NAME:  UPPER MISS.  BASIN CODE:  070306.  MINOR BASIN NAME:  UPPER PORTION UPPER MISS.",07010202,,,,,45.5915280000,-94.1775560000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,145,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-031,RED LAKE RIVER AT BRIDGE ON CSAH-15 AT FISHER,River/Stream,"RED LAKE RIVER AT THE BRIDGE ON COUNTY STATE AID HIGHWAY 15 AT FISHER, MINNESOTA; RED RIVER OF THE NORTH BASIN.  T150N/R48W/S21.  POLK COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1955-65, 1982-83, 100185-093086, 100188-093089, 100191-093092.  MAJOR BASIN NAME:  HUDSON BAY.  BASIN CODE:  230104.  MINOR BASIN NAME:  RED RIVER OF THE NORTH.",09020303,,,,,47.8005800000,-96.8094100000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,119,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-108,KAWISHIWI RIVER BR ON MN-1 AT DAM 8 MI SE OF ELY,River/Stream,"KAWISHIWI RIVER AT THE BRIDGE ON MINNESOTA STATE HIGHWAY 1 AT THE BIRCH LAKE OUTLET.  THE SAMPLE IS TAKEN JUST UPSTREAM OF THE MINNESOTA POWER DAM.  THE SITE IS 8 MILES SOUTHEAST OF ELY, MINNESOTA; RAINY RIVER BASIN.  T62N/R11W/S31.  LAKE COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1967-68, 100178-PRESENT.  MAJOR BASIN NAME:  HUDSON BAY.  BASIN CODE:  230204.  MINOR BASIN NAME:  RAINY RIVER.",09030001,,,,,47.8157500000,-91.7842220000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,075,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-163,"WATONWAN R BR ON CSAH-13, 1 MI W OF GARDEN CITY",River/Stream,"WATONWAN RIVER AT BRIDGE ON COUNTY STATE AID HIGHWAY 13, 1 MILE WEST OF GARDEN CITY, MINNESOTA; MINNESOTA RIVER BASIN.  T107N/R28W/S28.  BLUE EARTH COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1968-77, 1981-82, 1984-85, 100187-093088, 100189-PRESENT.  MAJOR BASIN NAME:  UPPER MISS.  BASIN CODE:  070406.  MINOR BASIN NAME:  MINNESOTA RIVER.",07020010,,,,,44.0461670000,-94.1946940000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,013,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-165,S FK CROW RIVER SH-7 1 MI. N OF MAYER,River/Stream,"SOUTH FORK CROW RIVER, BRIDGE ON SH-7, 1 MILE NORTH OF MAYER, MINN; UPPER PORTION UPPER MISSISSIPPI RIVER BASIN.  CARVER COUNTY.  T117N/R25W/S30.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1969-71.  MAJOR BASIN NAME:  UPPER MISS.  BASIN CODE:  070306.  MINOR BASIN NAME:  UPPER PORTION UPPER MISS.",07010205,,,,,44.9055560000,-93.8855560000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,019,,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S000-181,"PINE RIVER CSAH-11,N. OF CROSBY",River/Stream,"PINE RIVER, BRIDGE ON CSAH-11, SIX MILES NORTHWEST OF CROSBY, MINNESOTA; UPPER PORTION UPPER MISSISSIPPI RIVER BASIN.  CROW WING COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1971-75.  SEDIMENT AND WATER SAMPLES WERE COLLECTED BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR A TOXICS SURVEY.  MAJOR BASIN NAME:  UPPER MISS.  BASIN CODE:  070306.  MINOR BASIN NAME:  UPPER PORTION UPPER MISS.",07010105,,,,,46.5716670000,-94.0280560000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,035,,,,,,,,,,STORET
